BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK_KT,STOCK_SELL_VALUE,CURRENCY,STOCK_SELL_VALUE_THB
2024-04-01,SINGAPORE-WAREHOUSE,MAT-0175,M6244B,0.00825,4868,SGD,123890.59999999999
2024-04-01,SINGAPORE-WAREHOUSE,MAT-0175,M3837B,0.04125,24338,SGD,619402.1
2024-04-01,SINGAPORE-WAREHOUSE,MAT-0307,P1227A,0.48,744926,SGD,18958366.7
2024-04-01,SINGAPORE-WAREHOUSE,MAT-0307,P4751A,0.200975,311899,SGD,7937829.55
2024-04-01,SINGAPORE-WAREHOUSE,MAT-0307,P5925A,0.237,367807,SGD,9360688.15
2024-04-01,SINGAPORE-WAREHOUSE,MAT-0307,P3431A,0.227975,353801,SGD,9004235.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0045,SCRAP-6113,0.0001,25,SGD,636.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0130,4720,0.0024,1416,SGD,36037.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0130,8259,0.065925,38896,SGD,989903.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0130,4874,0.021975,12965,SGD,329959.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0130,4382,0.023225,13703,SGD,348741.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0130,6631,0.07115,41979,SGD,1068365.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,9653B8637,0.03575,75433,SGD,1919769.8499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,4041B5679,0.038425,81077,SGD,2063409.65
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,6001B9542,0.01925,40618,SGD,1033728.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,4567B8474,0.03025,63828,SGD,1624422.5999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,3209B7985,0.0055,11605,SGD,295347.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,6137B4841,0.0605,127655,SGD,3248819.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,2405C3305,0.00825,17408,SGD,443033.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,5383C5419,0.059125,124754,SGD,3174989.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,7833C3723,0.039875,84136,SGD,2141261.1999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,9228B4802,0.02475,52223,SGD,1329075.3499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0044,7841C7913,0.02475,52223,SGD,1329075.3499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0419,7768B6917,0.0,2889,SGD,73525.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0419,4960C8279,0.0,2836,SGD,72176.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0419,2705B9796,0.001325,2836,SGD,72176.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0419,6061B6948,0.044,94160,SGD,2396372.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0419,5442B2173,0.05775,123585,SGD,3145238.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0419,4146B7739,0.020575,44031,SGD,1120588.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,6895C8007,0.0,2903,SGD,73881.34999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,7929C8306,0.0495,106425,SGD,2708516.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,8273C8991,0.00135,2903,SGD,73881.34999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,6973C4605,0.004125,8869,SGD,225716.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,6230C7548,0.001375,2956,SGD,75230.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,2477C8710,0.001325,2849,SGD,72507.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,5927C8232,0.009625,20694,SGD,526662.2999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,4399C5530,0.044,94600,SGD,2407570.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,8770C3557,0.026125,56169,SGD,1429501.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,1812C1221,0.0275,59125,SGD,1504731.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,9232C6209,0.0092,19780,SGD,503401.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,5701C3413,0.02475,53213,SGD,1354270.8499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,7213C1017,0.02135,45903,SGD,1168231.3499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0374,8096C7957,0.0151,32465,SGD,826234.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0344,4785D4146,0.001325,2160,SGD,54972.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0344,7708D8107,0.00135,2201,SGD,56015.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0344,6137D8903,0.00135,2201,SGD,56015.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0344,7402D1845,0.001375,2241,SGD,57033.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0344,6093D3069,0.00135,2201,SGD,56015.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0344,3529D9676,0.011,17930,SGD,456318.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0344,6853D6620,0.02475,40343,SGD,1026729.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0344,3766D9670,0.00825,13448,SGD,342251.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0344,9182D8797,0.04125,67238,SGD,1711207.0999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0241,5041,0.002225,1402,SGD,35680.9
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0046,8768,0.000425,438,SGD,11147.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0046,8856,0.0495,50985,SGD,1297568.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0046,6334,0.0495,50985,SGD,1297568.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0046,6062,0.07425,76478,SGD,1946365.0999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0349,2816G3900,0.088,88880,SGD,2261996.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0349,5393G1312,0.0605,61105,SGD,1555122.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0223,SCRAP-2908,0.0002,330,SGD,8398.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0223,SCRAP-1047,0.0004,660,SGD,16797.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0223,SCRAP-5415,2.5e-05,41,SGD,1043.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0223,SCRAP-5786,2.5e-05,41,SGD,1043.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0223,SCRAP-6113,5e-05,83,SGD,2112.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0272,SCRAP-1660,2.5e-05,53,SGD,1348.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0272,SCRAP-2908,0.00025,528,SGD,13437.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0194,1216,0.005425,5642,SGD,143588.9
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0257,5801A,0.0013,429,SGD,10918.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0257,5285A,0.00105,347,SGD,8831.15
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0257,SCRAP-6946,0.000175,58,SGD,1476.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0257,SCRAP-7654,7.5e-05,25,SGD,636.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0257,SCRAP-1047,0.00015,50,SGD,1272.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0257,SCRAP-4170,0.00015,50,SGD,1272.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0257,SCRAP-6113,2.5e-05,8,SGD,203.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0078,3663A,0.0151,12684,SGD,322807.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0078,5894A,0.031575,26523,SGD,675010.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0078,9807A,0.050575,42483,SGD,1081192.3499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0253,SCRAP-6946,2.5e-05,8,SGD,203.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0253,SCRAP-2908,5e-05,17,SGD,432.65
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0253,SCRAP-9327,0.0001,33,SGD,839.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0253,SCRAP-1047,0.0002,66,SGD,1679.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,8729D4335,0.0,6806,SGD,173212.69999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,3156D2747,0.0,2228,SGD,56702.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,9312D7249,0.0,6806,SGD,173212.69999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,2801D7865,0.00065,1073,SGD,27307.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,2246A7326,0.02885,47603,SGD,1211496.3499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,3553A5529,0.042625,70331,SGD,1789923.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,7436A8419,0.00275,4538,SGD,115492.09999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,4270A4870,0.009625,15881,SGD,404171.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,5690A1497,0.011,18150,SGD,461917.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0072,6148A7109,0.053625,88481,SGD,2251841.4499999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,8234D6341,0.0027,5994,SGD,152547.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,5815D1494,0.012375,27473,SGD,699187.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,8811D1482,0.011,24420,SGD,621489.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,7773D8831,0.0275,61050,SGD,1553722.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,2173D9928,0.04675,103785,SGD,2641328.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,2116D5175,0.004125,9158,SGD,233071.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,3046D4346,0.037125,82418,SGD,2097538.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,8135D1246,0.012375,27473,SGD,699187.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,9839D9779,0.01375,30525,SGD,776861.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,7644D8741,0.053625,119048,SGD,3029771.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,8565D7127,0.031625,70208,SGD,1786793.5999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,6440D1858,0.011,24420,SGD,621489.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,3579D9309,0.05225,115995,SGD,2952072.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,1243D2034,0.011,24420,SGD,621489.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,3482D3115,0.00825,18315,SGD,466116.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,2503D9374,0.055,122100,SGD,3107445.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0135,2467D6100,0.03575,79365,SGD,2019839.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,7799A2916,0.001275,2818,SGD,71718.09999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,5313A1527,0.00135,2984,SGD,75942.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,1235A2591,0.006875,15194,SGD,386687.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,8720A8848,0.01925,42543,SGD,1082719.3499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,6834A9026,0.020625,45581,SGD,1160036.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,3197A1649,0.004125,9116,SGD,232002.19999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,6735A4244,0.022,48620,SGD,1237379.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,6299A5105,0.02745,60665,SGD,1543924.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,1551A5529,0.012375,27349,SGD,696032.0499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,1158A4504,0.02475,54698,SGD,1392064.0999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,2396A9595,0.012375,27349,SGD,696032.0499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,5158A4393,0.037125,82046,SGD,2088070.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0355,8861A4317,0.012375,27349,SGD,696032.0499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,1457A7958,0.00135,2984,SGD,75942.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,8254A8314,0.001325,2928,SGD,74517.59999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,4563A9513,0.001375,3039,SGD,77342.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,1158A6000,0.001375,3039,SGD,77342.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,1644A8045,0.001375,3039,SGD,77342.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,5898A3427,0.00135,2984,SGD,75942.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,6521A7068,0.00275,6078,SGD,154685.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,9017A2544,0.02475,54698,SGD,1392064.0999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,1268A2087,0.034325,75858,SGD,1930586.0999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0210,1525A4131,0.020625,45581,SGD,1160036.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0301,2667A2415,0.0055,12100,SGD,307945.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0301,5032A6455,0.023375,51425,SGD,1308766.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0301,9228A4413,0.022,48400,SGD,1231780.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0301,6609A5830,0.045325,99715,SGD,2537746.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0301,7586A7573,0.0288,63360,SGD,1612512.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0301,4293A5549,0.033,72600,SGD,1847670.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0301,6755A3975,0.04125,90750,SGD,2309587.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0034,M7320B,0.0055,2805,SGD,71387.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0034,M1386B,0.0055,2805,SGD,71387.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,4253A,0.0,1470,SGD,37411.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,9693A,0.0,4470,SGD,113761.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,1734A,0.0,4500,SGD,114525.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,7867A,0.001225,1470,SGD,37411.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,3576A,0.001225,1470,SGD,37411.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,5466A,0.017475,20970,SGD,533686.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,2739A,0.01745,20940,SGD,532923.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,8664A,0.0374,44880,SGD,1142196.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,4286A,0.034825,41790,SGD,1063555.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,1637A,0.0399,47880,SGD,1218546.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,7575A,0.0758,90960,SGD,2314932.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0345,2332A,0.033675,40410,SGD,1028434.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,1737A4048,0.045375,46736,SGD,1189431.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,4743A4855,0.043725,45037,SGD,1146191.65
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,1817A3539,0.02475,25493,SGD,648796.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,E5431A9995,0.0002,206,SGD,5242.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,M5813A,0.014975,15424,SGD,392540.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,M7247B,0.001325,1365,SGD,34739.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,M3050A,0.05775,59483,SGD,1513842.3499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,M5973A,0.00105,1082,SGD,27536.899999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,M8777A,0.00125,1288,SGD,32779.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,M1571A,0.00105,1082,SGD,27536.899999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,M8772A,0.000675,695,SGD,17687.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,M8427A,5e-05,52,SGD,1323.3999999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,SCRAP-1660,0.000475,489,SGD,12445.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,SCRAP-9327,2.5e-05,26,SGD,661.6999999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,SCRAP-1047,0.0003,309,SGD,7864.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,SCRAP-4170,0.00035,361,SGD,9187.449999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,SCRAP-6113,0.000225,232,SGD,5904.4
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0258,SCRAP-4561,0.000325,335,SGD,8525.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0121,2566B5328,0.00135,2862,SGD,72837.9
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0121,6070B8563,0.00275,5830,SGD,148373.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0121,9292B9961,0.039875,84535,SGD,2151415.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0121,5884B6693,0.059125,125345,SGD,3190030.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0121,5351B4634,0.020625,43725,SGD,1112801.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0302,7734,0.02475,15345,SGD,390530.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0302,4986,0.0385,23870,SGD,607491.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0302,5632,0.078375,48593,SGD,1236691.8499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0302,1587,0.070125,43478,SGD,1106515.0999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0302,8940,0.055,34100,SGD,867845.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0302,1304,0.044,27280,SGD,694276.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0302,5603,0.003225,2000,SGD,50900.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,5336A,0.001175,1340,SGD,34103.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,3009A,0.001225,1397,SGD,35553.65
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,5292A,0.00125,1425,SGD,36266.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,6271A,0.0025,2850,SGD,72532.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,9720A,0.00125,1425,SGD,36266.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,2791A,0.00125,1425,SGD,36266.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,1264A,0.038725,44147,SGD,1123541.15
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,9465A,0.08365,95361,SGD,2426937.4499999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,5509A,0.0075,8550,SGD,217597.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,3910A,0.02125,24225,SGD,616526.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,5880A,0.08375,95475,SGD,2429838.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0221,1885A,0.0075,8550,SGD,217597.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0098,5923A,0.01085,8571,SGD,218131.94999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0109,2825,0.00135,1580,SGD,40211.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0109,3226,0.00135,1580,SGD,40211.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0109,9771,0.067375,78829,SGD,2006198.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0109,4351,0.121,141570,SGD,3602956.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0109,1090,0.083875,98134,SGD,2497510.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0109,3190,0.005475,6406,SGD,163032.69999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0109,9805,0.00265,3101,SGD,78920.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0109,6204,0.017875,20914,SGD,532261.2999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M1739B,0.0055,2475,SGD,62988.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M6577A,0.0055,2475,SGD,62988.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M6601B,0.001375,619,SGD,15753.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M5658B,0.00825,3713,SGD,94495.84999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M3791B,0.009625,4331,SGD,110223.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M5013C,0.00825,3713,SGD,94495.84999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M2791C,0.02475,11138,SGD,283462.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M5597B,0.0055,2475,SGD,62988.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M2841C,0.07835,35258,SGD,897316.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M5274A,0.059125,26606,SGD,677122.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M2229C,0.02475,11138,SGD,283462.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M5717A,0.01925,8663,SGD,220473.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M1188C,0.009475,4264,SGD,108518.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M2579A,0.011,4950,SGD,125977.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M3906A,0.006875,3094,SGD,78742.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M7918A,0.028875,12994,SGD,330697.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M4058B,0.022,9900,SGD,251955.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M4947C,0.015125,6806,SGD,173212.69999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M3401A,0.02475,11138,SGD,283462.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M7737B,0.015125,6806,SGD,173212.69999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M9252C,0.0233,10485,SGD,266843.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M7082A,0.004125,1856,SGD,47235.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M2917A,0.056375,25369,SGD,645641.0499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M7691A,0.067375,30319,SGD,771618.5499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M8460B,0.03025,13613,SGD,346450.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M7565C,0.012375,5569,SGD,141731.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M7267A,0.086625,38981,SGD,992066.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M5717B,0.028875,12994,SGD,330697.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M9138A,0.072875,32794,SGD,834607.2999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M1434B,0.083875,37744,SGD,960584.7999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M5473C,0.056375,25369,SGD,645641.0499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M1843B,0.004125,1856,SGD,47235.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M2156B,0.09075,40838,SGD,1039327.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M5750C,0.0495,22275,SGD,566898.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M8588A,0.01925,8663,SGD,220473.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M7712A,0.0715,32175,SGD,818853.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0099,M9056B,0.033,14850,SGD,377932.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0376,P1128A,0.024,36000,SGD,916200.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0233,P6219A,0.001475,2213,SGD,56320.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0233,P1642A,0.1005,150750,SGD,3836587.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0233,P5814A,0.204,306000,SGD,7787700.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0233,P5768A,0.255,382500,SGD,9734625.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-2264,2.5e-05,30,SGD,763.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-6946,0.00035,417,SGD,10612.65
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-7654,0.0001,119,SGD,3028.5499999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-6862,7.5e-05,89,SGD,2265.0499999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-1660,0.000675,803,SGD,20436.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-2908,0.00029,345,SGD,8780.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-1047,0.000123,146,SGD,3715.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-3867,2.5e-05,30,SGD,763.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-6113,5e-05,60,SGD,1527.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-4561,0.00025,298,SGD,7584.099999999999
