BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY,MONTH,EXCHANGE_RATE,SELL_VALUE_THB
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M3122A,100,KG,44,SGD,2024-09,25.49,1121.56
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M4500A,1350,KG,594,SGD,2024-09,25.49,15141.06
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M4981B,1275,KG,561,SGD,2024-09,25.49,14299.89
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M7584C,57750,KG,25410,SGD,2024-09,25.49,647700.8999999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M8294B,4125,KG,1815,SGD,2024-09,25.49,46264.35
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M2380B,89375,KG,39325,SGD,2024-09,25.49,1002394.2499999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M7661A,74250,KG,32670,SGD,2024-09,25.49,832758.2999999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M4871B,49500,KG,21780,SGD,2024-09,25.49,555172.2
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M9008C,20625,KG,9075,SGD,2024-09,25.49,231321.75
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M3224A,50875,KG,22385,SGD,2024-09,25.49,570593.6499999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M2612B,48125,KG,21175,SGD,2024-09,25.49,539750.75
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M4580C,49500,KG,21780,SGD,2024-09,25.49,555172.2
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M5575B,24750,KG,10890,SGD,2024-09,25.49,277586.1
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M1000B,49500,KG,21780,SGD,2024-09,25.49,555172.2
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M5898B,1375,KG,605,SGD,2024-09,25.49,15421.449999999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M3900B,49500,KG,21780,SGD,2024-09,25.49,555172.2
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M2547B,64625,KG,28435,SGD,2024-09,25.49,724808.1499999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0243,M5416A,83875,KG,36905,SGD,2024-09,25.49,940708.45
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0423,M9843B,28875,KG,13571,SGD,2024-09,25.49,345924.79
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0423,M6596B,15125,KG,7109,SGD,2024-09,25.49,181208.40999999997
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0308,M6983C,500,KG,255,SGD,2024-09,25.49,6499.95
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0308,M9607A,36500,KG,18615,SGD,2024-09,25.49,474496.35
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0138,M8857A,21400,KG,11556,SGD,2024-09,25.49,294562.44
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M3173B,4125,KG,1691,SGD,2024-09,25.49,43103.59
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M2018A,23000,KG,9430,SGD,2024-09,25.49,240370.69999999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M9304B,24750,KG,10148,SGD,2024-09,25.49,258672.52
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M2141A,52250,KG,21423,SGD,2024-09,25.49,546072.27
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M3913B,88000,KG,36080,SGD,2024-09,25.49,919679.2
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M2766B,30250,KG,12403,SGD,2024-09,25.49,316152.47
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M8392A,85250,KG,34953,SGD,2024-09,25.49,890951.97
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M6299B,55000,KG,22550,SGD,2024-09,25.49,574799.5
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M8831A,72875,KG,29879,SGD,2024-09,25.49,761615.71
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0164,M5551B,70125,KG,28751,SGD,2024-09,25.49,732862.99
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M5322A,39875,KG,17146,SGD,2024-09,25.49,437051.54
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M5472B,75625,KG,32519,SGD,2024-09,25.49,828909.3099999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M2537B,9625,KG,4139,SGD,2024-09,25.49,105503.11
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M7638A,52250,KG,22468,SGD,2024-09,25.49,572709.32
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M8728A,34350,KG,14771,SGD,2024-09,25.49,376512.79
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M8221B,50875,KG,21876,SGD,2024-09,25.49,557619.24
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M4593A,83875,KG,36066,SGD,2024-09,25.49,919322.34
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M5612B,23375,KG,10051,SGD,2024-09,25.49,256199.99
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M4342B,33000,KG,14190,SGD,2024-09,25.49,361703.1
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M1971A,41200,KG,17716,SGD,2024-09,25.49,451580.83999999997
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0106,M7362C,61875,KG,26606,SGD,2024-09,25.49,678186.94
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0296,9139A9970,1350,KG,878,SGD,2024-09,25.49,22380.219999999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0296,5697A1966,1375,KG,894,SGD,2024-09,25.49,22788.059999999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0296,9606A8005,38500,KG,25025,SGD,2024-09,25.49,637887.25
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0296,3403A2457,74200,KG,48230,SGD,2024-09,25.49,1229382.7
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M8547B,1175,KG,482,SGD,2024-09,25.49,12286.179999999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M7498A,16500,KG,6765,SGD,2024-09,25.49,172439.84999999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M3043B,50875,KG,20859,SGD,2024-09,25.49,531695.9099999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M7386B,5500,KG,2255,SGD,2024-09,25.49,57479.95
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M5569B,46750,KG,19168,SGD,2024-09,25.49,488592.31999999995
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M9717B,8250,KG,3383,SGD,2024-09,25.49,86232.67
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M3047A,39875,KG,16349,SGD,2024-09,25.49,416736.00999999995
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M5969B,31625,KG,12966,SGD,2024-09,25.49,330503.33999999997
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M9129B,42625,KG,17476,SGD,2024-09,25.49,445463.24
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M8027B,74250,KG,30443,SGD,2024-09,25.49,775992.07
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M5849A,39875,KG,16349,SGD,2024-09,25.49,416736.00999999995
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M7855A,24750,KG,10148,SGD,2024-09,25.49,258672.52
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M1159A,24750,KG,10148,SGD,2024-09,25.49,258672.52
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M5726B,24750,KG,10148,SGD,2024-09,25.49,258672.52
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M5326A,83875,KG,34389,SGD,2024-09,25.49,876575.61
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M6219B,24750,KG,10148,SGD,2024-09,25.49,258672.52
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M5811B,24750,KG,10148,SGD,2024-09,25.49,258672.52
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0068,M4348C,24750,KG,10148,SGD,2024-09,25.49,258672.52
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0411,5142A3752,24750,KG,16335,SGD,2024-09,25.49,416379.14999999997
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0411,8305A6837,24750,KG,16335,SGD,2024-09,25.49,416379.14999999997
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0225,9538A4242,93500,KG,66385,SGD,2024-09,25.49,1692153.65
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0225,1432A6190,24750,KG,17573,SGD,2024-09,25.49,447935.76999999996
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0225,1660A6456,88000,KG,62480,SGD,2024-09,25.49,1592615.2
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0225,4723A7368,74250,KG,52718,SGD,2024-09,25.49,1343781.8199999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0225,9596A9185,85250,KG,60528,SGD,2024-09,25.49,1542858.72
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0225,4949A7705,49500,KG,35145,SGD,2024-09,25.49,895846.0499999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0225,3020A4557,24750,KG,17573,SGD,2024-09,25.49,447935.76999999996
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0211,3093A5829,375,KG,259,SGD,2024-09,25.49,6601.91
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0211,2430A9704,82450,KG,56891,SGD,2024-09,25.49,1450151.5899999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0211,6948A5882,86625,KG,59771,SGD,2024-09,25.49,1523562.7899999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0211,4706A1308,85250,KG,58823,SGD,2024-09,25.49,1499398.27
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0211,7836A3512,34375,KG,23719,SGD,2024-09,25.49,604597.3099999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0211,2932A5326,75525,KG,52112,SGD,2024-09,25.49,1328334.88
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0211,5611A2875,88000,KG,60720,SGD,2024-09,25.49,1547752.7999999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0211,5079A6186,61875,KG,42694,SGD,2024-09,25.49,1088270.0599999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0012,9895A6041,74250,KG,54203,SGD,2024-09,25.49,1381634.47
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0012,4335A5725,1325,KG,967,SGD,2024-09,25.49,24648.829999999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0012,9815A8256,49500,KG,36135,SGD,2024-09,25.49,921081.1499999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0012,7481A2465,24750,KG,18068,SGD,2024-09,25.49,460553.31999999995
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0089,M9710B,42225,KG,24068,SGD,2024-09,25.49,613493.32
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0162,M1844B,24750,KG,13365,SGD,2024-09,25.49,340673.85
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0162,M2294B,6875,KG,3713,SGD,2024-09,25.49,94644.37
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0162,M6760C,41250,KG,22275,SGD,2024-09,25.49,567789.75
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0207,M9184B,9425,KG,4807,SGD,2024-09,25.49,122530.43
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0207,M5702C,23375,KG,11921,SGD,2024-09,25.49,303866.29
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0207,M5794B,5250,KG,2678,SGD,2024-09,25.49,68262.22
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0207,M9055C,49500,KG,25245,SGD,2024-09,25.49,643495.0499999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0207,M5566A,74150,KG,37817,SGD,2024-09,25.49,963955.33
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0165,2228A2891,13750,KG,9763,SGD,2024-09,25.49,248858.87
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0165,5140A9356,24425,KG,17342,SGD,2024-09,25.49,442047.57999999996
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0165,3810A6336,45375,KG,32216,SGD,2024-09,25.49,821185.84
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0165,8343A9085,88000,KG,62480,SGD,2024-09,25.49,1592615.2
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0165,7919A4522,85250,KG,60528,SGD,2024-09,25.49,1542858.72
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0165,8420A9311,16500,KG,11715,SGD,2024-09,25.49,298615.35
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0165,4284A7434,11000,KG,7810,SGD,2024-09,25.49,199076.9
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0367,M7053A,1175,KG,670,SGD,2024-09,25.49,17078.3
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0367,M4647B,1300,KG,741,SGD,2024-09,25.49,18888.09
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0035,1832B9568C6124,16500,KG,20460,SGD,2024-09,25.49,521525.39999999997
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0035,7553F2422A8237,93500,KG,115940,SGD,2024-09,25.49,2955310.5999999996
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0035,2127F6984A7870,59125,KG,73315,SGD,2024-09,25.49,1868799.3499999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0035,6299F5192A1839,13750,KG,17050,SGD,2024-09,25.49,434604.5
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0035,8378F7192A8871,95250,KG,118110,SGD,2024-09,25.49,3010623.9
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0035,5228F1995A5122,13750,KG,17050,SGD,2024-09,25.49,434604.5
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0035,2338F4409A6952,97625,KG,121055,SGD,2024-09,25.49,3085691.9499999997
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0035,3687F9398A6057,26100,KG,32364,SGD,2024-09,25.49,824958.36
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0067,5707B8798A,24750,KG,9900,SGD,2024-09,25.49,252350.99999999997
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0043,E9707A,24325,KG,24812,SGD,2024-09,25.49,632457.88
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0175,M6093A,1375,KG,784,SGD,2024-09,25.49,19984.16
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0175,M8333A,48125,KG,27431,SGD,2024-09,25.49,699216.19
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0175,M8619B,1375,KG,784,SGD,2024-09,25.49,19984.16
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0175,M2444B,375,KG,214,SGD,2024-09,25.49,5454.86
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0175,M6974A,1350,KG,770,SGD,2024-09,25.49,19627.3
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0175,M3570B,28875,KG,16459,SGD,2024-09,25.49,419539.91
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0175,M2183A,19250,KG,10973,SGD,2024-09,25.49,279701.76999999996
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0175,M9229A,30250,KG,17243,SGD,2024-09,25.49,439524.06999999995
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0307,P1227A,516925,KG,775088,SGD,2024-09,25.49,19756993.119999997
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0307,P4751A,251225,KG,376692,SGD,2024-09,25.49,9601879.08
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0307,P5925A,284325,KG,426323,SGD,2024-09,25.49,10866973.27
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0307,P3431A,266400,KG,399445,SGD,2024-09,25.49,10181853.049999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0126,S9242A,37975,KG,36456,SGD,2024-09,25.49,929263.44
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0093,S8986A,24750,KG,24008,SGD,2024-09,25.49,611963.9199999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0393,1709A,23375,KG,41140,SGD,2024-09,25.49,1048658.5999999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0071,M9161A,56300,KG,379750,SGD,2024-09,25.49,9679827.5
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0071,M7090A,467350,KG,584188,SGD,2024-09,25.49,14890952.12
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0394,M9715A,1300,KG,1625,SGD,2024-09,25.49,41421.25
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0133,M5169A,24750,KG,29700,SGD,2024-09,25.49,757053.0
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0424,M3515A,445400,KG,680500,SGD,2024-09,25.49,17345945.0
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0167,N4163A,22000,KG,27060,SGD,2024-09,25.49,689759.3999999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0184,M7771A,543850,KG,658059,SGD,2024-09,25.49,16773923.909999998
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0040,M4907A,247500,KG,297000,SGD,2024-09,25.49,7570530.0
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0363,M7589B,24450,KG,13937,SGD,2024-09,25.49,355254.13
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0363,M3711A,53625,KG,30566,SGD,2024-09,25.49,779127.34
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0363,M5426B,70125,KG,39971,SGD,2024-09,25.49,1018860.7899999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0212,M9800A,382250,KG,340203,SGD,2024-09,25.49,8671774.469999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0212,M1242A,211750,KG,188458,SGD,2024-09,25.49,4803794.42
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0019,P7222A,25400,KG,33020,SGD,2024-09,25.49,841679.7999999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0019,P7777A,25375,KG,32988,SGD,2024-09,25.49,840864.12
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0019,P8561A,25400,KG,33020,SGD,2024-09,25.49,841679.7999999999
2024-09-30,SINGAPORE-WAREHOUSE,MAT-0426,P4957A,25500,KG,38760,SGD,2024-09,25.49,987992.3999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0130,4720,2400,KG,1416,SGD,2024-10,25.49,36093.84
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0130,8259,65925,KG,38896,SGD,2024-10,25.49,991459.0399999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0130,4874,21975,KG,12965,SGD,2024-10,25.49,330477.85
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0130,4382,23225,KG,13703,SGD,2024-10,25.49,349289.47
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0130,6631,71150,KG,41979,SGD,2024-10,25.49,1070044.71
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,9653B8637,35750,KG,77935,SGD,2024-10,25.49,1986563.15
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,4041B5679,38425,KG,83767,SGD,2024-10,25.49,2135220.83
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,6001B9542,19250,KG,41965,SGD,2024-10,25.49,1069687.8499999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,4567B8474,30250,KG,65945,SGD,2024-10,25.49,1680938.0499999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,5530B9873,33000,KG,71940,SGD,2024-10,25.49,1833750.5999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,9228B4802,59125,KG,128893,SGD,2024-10,25.49,3285482.57
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,5981B5085,48125,KG,104913,SGD,2024-10,25.49,2674232.3699999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,4155B5321,17875,KG,38968,SGD,2024-10,25.49,993294.32
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,7841C7913,24750,KG,53955,SGD,2024-10,25.49,1375312.95
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,9767C9840,30225,KG,65891,SGD,2024-10,25.49,1679561.5899999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,8292B3095,46750,KG,101915,SGD,2024-10,25.49,2597813.3499999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0044,9335B3716,1375,KG,2998,SGD,2024-10,25.49,76419.01999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0419,7768B6917,0,KG,2997,SGD,2024-10,25.49,76393.53
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0419,4960C8279,0,KG,2942,SGD,2024-10,25.49,74991.58
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0419,6061B6948,44000,KG,97680,SGD,2024-10,25.49,2489863.1999999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0419,5442B2173,57750,KG,128205,SGD,2024-10,25.49,3267945.4499999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0419,4146B7739,1325,KG,2942,SGD,2024-10,25.49,74991.58
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,6895C8007,0,KG,3051,SGD,2024-10,25.49,77769.98999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,7929C8306,49500,KG,111870,SGD,2024-10,25.49,2851566.3
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,8273C8991,1350,KG,3051,SGD,2024-10,25.49,77769.98999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,2477C8710,1325,KG,2995,SGD,2024-10,25.49,76342.54999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,5927C8232,4125,KG,9323,SGD,2024-10,25.49,237643.27
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,4399C5530,44000,KG,99440,SGD,2024-10,25.49,2534725.5999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,8770C3557,26125,KG,59043,SGD,2024-10,25.49,1505006.0699999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,9232C6209,950,KG,2147,SGD,2024-10,25.49,54727.03
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,7213C1017,725,KG,1639,SGD,2024-10,25.49,41778.11
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,8096C7957,15100,KG,34126,SGD,2024-10,25.49,869871.74
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,5390C9104,1375,KG,3108,SGD,2024-10,25.49,79222.92
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,6077C3580,9625,KG,21753,SGD,2024-10,25.49,554483.97
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,9802C8299,13750,KG,31075,SGD,2024-10,25.49,792101.75
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0374,2837C6908,9425,KG,21301,SGD,2024-10,25.49,542962.49
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,4785D4146,1325,KG,2133,SGD,2024-10,25.49,54370.17
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,7708D8107,1350,KG,2174,SGD,2024-10,25.49,55415.259999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,6137D8903,1350,KG,2174,SGD,2024-10,25.49,55415.259999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,6093D3069,1350,KG,2174,SGD,2024-10,25.49,55415.259999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,3529D9676,1350,KG,2174,SGD,2024-10,25.49,55415.259999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,3383D1033,1350,KG,2174,SGD,2024-10,25.49,55415.259999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,7598D5001,24750,KG,39848,SGD,2024-10,25.49,1015725.5199999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,3573D7824,1350,KG,2174,SGD,2024-10,25.49,55415.259999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,9517D1399,20625,KG,33206,SGD,2024-10,25.49,846420.94
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,6506D3625,20625,KG,33206,SGD,2024-10,25.49,846420.94
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,5234D2330,2750,KG,4428,SGD,2024-10,25.49,112869.71999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,8920D1087,22000,KG,35420,SGD,2024-10,25.49,902855.7999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0344,9242D4875,27500,KG,44275,SGD,2024-10,25.49,1128569.75
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0241,5041,2225,KG,1402,SGD,2024-10,25.49,35736.979999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0046,8768,425,KG,1292,SGD,2024-10,25.49,32933.079999999994
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0349,2816G3900,23375,KG,23375,SGD,2024-10,25.49,595828.75
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0349,5393G1312,1275,KG,1275,SGD,2024-10,25.49,32499.749999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0194,1216,5425,KG,16546,SGD,2024-10,25.49,421757.54
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0078,3663A,15100,KG,11929,SGD,2024-10,25.49,304070.20999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0078,5894A,31575,KG,24944,SGD,2024-10,25.49,635822.5599999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0078,9807A,50575,KG,39954,SGD,2024-10,25.49,1018427.46
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,8729D4335,0,KG,6724,SGD,2024-10,25.49,171394.75999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,3156D2747,0,KG,2201,SGD,2024-10,25.49,56103.49
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,9312D7249,0,KG,6724,SGD,2024-10,25.49,171394.75999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,2801D7865,650,KG,1060,SGD,2024-10,25.49,27019.399999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,2246A7326,1250,KG,2038,SGD,2024-10,25.49,51948.619999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,3553A5529,9625,KG,15689,SGD,2024-10,25.49,399912.61
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,7436A8419,2750,KG,4483,SGD,2024-10,25.49,114271.67
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,4270A4870,8250,KG,13448,SGD,2024-10,25.49,342789.51999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,5690A1497,11000,KG,17930,SGD,2024-10,25.49,457035.69999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,8586A1965,20625,KG,33619,SGD,2024-10,25.49,856948.3099999999
